Uniprot-ID	Biogrid-ID	Gene-Name	Ref-Seq	Protein-Name	Gene-ID	Old-Uniprot-IDs	Isoformes
P14693	36518;	SAM35	NP_011951	SAM35	YHR083W	D3DL34;	0
Q08986	35939;	SAM3	NP_015049	SAM3	YPL274W	D6W396;Q7LGU1;	0
P38429	35441;	SAP30	NP_013990	SAP30	YMR263W	D6W089;Q03501;	0
P52870	36832;	SBH1	NP_011011	SC6B1	YER087C-B	D3DLZ4;	0
P03882	34783;	SCEI	NP_009324	SCE1	Q0160	A0A0A7NYJ1;	0
P03878	34788;	AI4	NP_009307	SCE2	Q0065	A0A0A7P354;Q02339;Q35798;Q9ZZX2;	0
P23833	32738;	SCO1	NP_009593	SCO1	YBR037C	D6VQ37;	0
P40075	36865;	SCS2	NP_011046	SCS2	YER120W	D3DM26;	0
P53189	33219;	SCW11	NP_011487	SCW11	YGL028C	D6VUB0;	0
Q03323	32522;	SDC1	NP_010757	SDC1	YDR469W	D6VT93;	0
Q07953	31296;	SDO1	NP_013122	SDO1	YLR022C	D6VY24;	0
P40479	34878;	SDP1	NP_012153	SDP1	YIL113W	D6VVH4;	0
P29478	35038;	SEC65	NP_013602	SEC65	YML105C	D6W0H9;	0
P33754	32871;	SEC66	NP_009730	SEC66	YBR171W	D6VQG7;	0
P25365	31043;	SED4	NP_009993	SED4	YCR067C	D6VR70;	0
P40054	36826;	SER3	NP_011004	SERA	YER081W	D3DLY8;	0
P36124	34162;	SET3	NP_012954	SET3	YKR029C	D6VX94;	0
P35735	34082;	SFK1	NP_012873	SFK1	YKL051W	D6VXN6;	0
Q12314	34425;	SFM1	NP_014664	SFM1	YOR021C	D6W288;	0
P43682	34126;	SFT1	NP_012919	SFT1	YKL006C-A	D6VXT0;	0
P38166	32601;	SFT2	NP_009448	SFT2	YBL102W	D6VPQ1;	0
P10662	32403;	MRP1	NP_010634	RT01	YDR347W	D6VSX7;	0
P53732	35862;	MRPS12	NP_014434	RT12	YNR036C	D6W1L2;	0
P47141	33857;	RSM26	NP_012635	RT26	YJR101W	D6VWS0;	0
P53064	32996;	RTF1	NP_011270	RTF1	YGL244W	D6VV91;P89115;	0
Q04947	32284;	RTN1	NP_010519	RTN1	YDR233C	D6VSL4;	0
P53289	33408;	RTS3	NP_011677	RTS3	YGR161C	D6VUU0;Q7ZA12;	0
Q03919	32193;	RUB1	NP_010423	RUB1	YDR139C	D6VSC2;	0
Q12464	35927;	RVB2	NP_015089	RUVB2	YPL235W	D6W3D5;	0
Q12330	34555;	SME1	NP_014802	RUXE	YOR159C	D6W2L6;	0
P25343	30988;	RVS161	NP_009935	RV161	YCR009C	D6VR18;	0
P39743	32449;	RVS167	NP_010676	RV167	YDR388W	D6VT22;	0
P20606	35967;	SAR1	NP_015106	SAR1	YPL218W	D6W3F2;	0
Q9ZZX1	34789;	AI5_ALPHA	NP_009306	SCE4	Q0070	A0A0A7NYD1;Q8W770;	0
Q6Q595	32612;	SCS22	NP_009461	SCS22	YBL091C-A	D6VPR2;	0
P53012	33125;	SCS3	NP_011389	SCS3	YGL126W	D6VU22;E9P8W2;	0
P53009	33167;	SCY1	NP_011432	SCY1	YGL083W	D6VU61;	0
P40856	33659;	SAP185	NP_012437	SA185	YJL098W	D6VW86;	0
P32368	33953;	SAC1	NP_012710	SAC1	YKL212W	D6VWZ1;	0
P43589	31153;	SAD1	NP_116660	SAD1	YFR005C	D6VTN5;	0
P50110	35235;	SAM37	NP_013776	SAM37	YMR060C	D6VZN4;	0
Q08985	35940;	SAM4	NP_015050	SAM4	YPL273W	D6W397;	0
P22470	32197;	SAN1	NP_010427	SAN1	YDR143C	D6VSC6;	0
P38814	36536;	SBE22	NP_011971	SBE22	YHR103W	D3DL53;	0
P52871	36753;	SBH2	NP_010936	SC6B2	YER019C-A	D3DLR8;Q53X22;	0
Q08873	34750;	SCP1	NP_015012	SCP1	YOR367W	D6W360;	0
P38345	32964;	SDH8	NP_009828	SDHF4	YBR269C	D6VQR5;	0
P38164	32599;	SEA4	NP_009446	SEA4	YBL104C	D6VPP9;Q86ZS4;	0
Q04491	31476;	SEC13	NP_013309	SEC13	YLR208W	D6VYK9;	0
P40482	34882;	SEC24	NP_012157	SEC24	YIL109C	D6VVH8;	0
P32855	36229;	SEC8	NP_015380	SEC8	YPR055W	D6W461;	0
P39709	31762;	SEO1	NP_009333	SEO1	YAL067C	D6VPF0;	0
P38827	36552;	SET1	NP_011987	SET1	YHR119W	D3DL69;	0
P42948	33651;	SET4	NP_012430	SET4	YJL105W	D6VW79;	0
Q12529	36018;	SET6	NP_015160	SET6	YPL165C	D6W3K3;	0
Q03516	35444;	RSN1	NP_013993	RSN1	YMR266W	D6W092;	0
P32905	33467;	RPS0A	NP_011730	RSSA1	YGR214W	D6VUZ7;	0
P28778	34130;	MRP17	NP_012923	RT06	YKL003C	D6VXT4;	0
P40063	36850;	RTT105	NP_011030	RT105	YER104W	D3DM11;	0
P40161	35630;	RTT106	NP_014193	RT106	YNL206C	D6W0Y4;	0
P42847	35533;	MRPS18	NP_014093	RT18	YNL306W	D6W0N9;	0
P53733	35863;	RSM19	NP_014435	RT19	YNR037C	D6W1L3;	0
P38175	32614;	MRP21	NP_009463	RT21	YBL090W	D6VPR4;	0
P36056	33982;	RSM22	NP_012767	RT22	YKL155C	D6VX43;	0
Q01163	33122;	RSM23	NP_011386	RT23	YGL129C	D6VU19;	0
P53305	33468;	RSM27	NP_011731	RT27	YGR215W	D6VUZ8;	0
P21771	32394;	MRPS28	NP_010624	RT28	YDR337W	D6VSW9;	0
P53292	33417;	MRPS35	NP_011681	RT35	YGR165W	D6VUU8;	0
Q12751	35363;	RTP1	NP_013910	RTP1	YMR185W	D6W009;	0
P40962	34476;	RTS2	NP_014720	RTS2	YOR077W	D6W2E0;	0
Q08963	35972;	LEA1	NP_015111	RU2A	YPL213W	D6W3F7;	0
P38255	32801;	RXT2	NP_009653	RXT2	YBR095C	D6VQ96;	0
P36123	34161;	SAP190	NP_012953	SA190	YKR028W	D6VX93;	0
P17121	32450;	SAC7	NP_010677	SAC7	YDR389W	D6VT23;Q04163;	0
P53324	33514;	SAY1	NP_011779	SAY1	YGR263C	D6VV42;	0
P53313	33496;	SDA1	NP_011761	SDA1	YGR245C	D6VV25;	0
P40357	33253;	SEC9	NP_011523	SEC9	YGR009C	D6VUE6;	0
Q01590	31300;	SED5	NP_013126	SED5	YLR026C	D6VY28;	0
P25554	30971;	SGF29	NP_009917	SGF29	YCL010C	D6VR02;P87008;	0
Q08490	34472;	SGO1	NP_014716	SGO1	YOR073W	D6W2D6;O00031;	0
P38200	32666;	SHE1	NP_009522	SHE1	YBL031W	D6VPW8;	0
P36068	34005;	SHE2	NP_012792	SHE2	YKL130C	D6VX65;	0
P51534	34437;	SHE4	NP_014678	SHE4	YOR035C	D6W2A2;	0
Q07657	31885;	SHS1	NP_010056	SHS1	YDL225W	D6VRD0;	0
Q3E785	32439;	SDH6	NP_076888	SDHF1	YDR379C-A	D6VT12;	0
Q06245	31439;	SEC10	NP_013267	SEC10	YLR166C	D6VYH2;P87329;	0
P11655	35850;	SEC12	NP_014423	SEC12	YNR026C	D6W1K0;	0
P48415	36096;	SEC16	NP_015240	SEC16	YPL085W	D6W3T2;Q02822;	0
P32602	32648;	SEC17	NP_009503	SEC17	YBL050W	D6VPU9;	0
P28791	32549;	SEC20	NP_010786	SEC20	YDR498C	D6VTC0;	0
P22214	31536;	SEC22	NP_013370	SEC22	YLR268W	D6VYR6;	0
P15303	36353;	SEC23	NP_015507	SEC23	YPR181C	D6W4I1;	0
Q12745	31699;	SEC39	NP_013545	SEC39	YLR440C	D6VZ75;Q7LHI0;	0
P07560	31141;	SEC4	NP_116650	SEC4	YFL005W	D6VTM4;	0
P21825	36087;	SEC62	NP_015231	SEC62	YPL094C	D6W3S3;	0
P14906	34644;	SEC63	NP_014897	SEC63	YOR254C	D6W2V5;Q08690;	0
O94742	32420;	SEM1	NP_010651	SEM1	YDR363W-A	D6VSZ2;	0
P49955	35468;	HSH155	NP_014015	SF3B1	YMR288W	D6W0B5;	0
Q12369	31248;	SFI1	NP_013098	SFI1	YLL003W	D6VY00;	0
P32432	31660;	SFP1	NP_013507	SFP1	YLR403W	D6VZ36;	0
Q03067	36133;	SGF11	NP_015278	SGF11	YPL047W	D6W3W7;	0
P40561	34992;	SGN1	NP_012266	SGN1	YIR001C	D6VVT1;	0
Q12118	34410;	SGT2	NP_014649	SGT2	YOR007C	D6W273;	0
P36136	34175;	SHB17	NP_012969	SHB17	YKR043C	D6VXA5;	0
P39980	36664;	SIT1	NP_010849	SIT1	YEL065W	D3DLI5;E9P951;	0
Q04195	32469;	SIZ1	NP_010697	SIZ1	YDR409W	D6VT41;Q06762;Q7LIJ4;	0
Q02793	33043;	SKI8	NP_011302	SKI8	YGL213C	D6VTU2;	0
P34226	32637;	SKT5	NP_009492	SKT5	YBL061C	D6VPT8;Q02215;	0
Q08457	34459;	SLD7	NP_014703	SLD7	YOR060C	D6W2C3;O00023;	0
Q04418	32576;	RBA50	NP_010816	RBA50	YDR527W	D6VTE8;	0
Q05672	31856;	RBS1	NP_010092	RBS1	YDL189W	D6VRG4;Q06896;Q07619;Q870H2;	0
Q03530	35453;	RCE1	NP_014001	RCE1	YMR274C	D6W0A1;	0
P53721	35843;	RCF2	NP_014415	RCF2	YNR018W	D6W1J3;	0
P38622	33096;	RCK1	NP_011357	RCK1	YGL158W	D6VTZ3;	0
Q08742	34673;	RDL2	NP_014929	RDL2	YOR286W	D6W2Y4;	0
P32841	35310;	REC114	NP_013852	RE114	YMR133W	D6VZV6;	0
P12689	34731;	REV1	NP_014991	REV1	YOR346W	D6W341;Q12323;	0
P25560	30977;	RER1	NP_009925	RER1	YCL001W	D6VR09;	0
P38630	34612;	RFC1	NP_014860	RFC1	YOR217W	D6W2S3;	0
Q06407	32438;	RGA2	NP_010667	RGA2	YDR379W	D6VT11;	0
P38339	32956;	RGD1	NP_009819	RGD1	YBR260C	D6VQQ7;	0
P40188	34933;	RGI2	NP_012207	RGI2	YIL057C	D6VVM5;	0
P16664	32191;	RGP1	NP_010421	RGP1	YDR137W	D6VSC0;Q03915;	0
Q06208	31711;	RIF2	NP_013558	RIF2	YLR453C	D6VZ87;E9P8Y1;	0
Q03778	32287;	FMN1	NP_010522	RIFK	YDR236C	D6VSL7;	0
P23796	35462;	RIT1	NP_014010	RIT1	YMR283C	D6W0B0;	0
Q08961	35977;	RKM1	NP_015116	RKM1	YPL208W	D6W3G2;	0
Q12367	31406;	RKM5	NP_013238	RKM5	YLR137W	D6VYD2;	0
P06778	35137;	RAD52	NP_013680	RAD52	YML032C	D6VZE2;	3
P25301	32057;	RAD57	NP_010287	RAD57	YDR004W	D6VRZ2;	0
P06779	33806;	RAD7	NP_012586	RAD7	YJR052W	D6VWM3;	0
P32864	34753;	MRS6	NP_015015	RAEP	YOR370C	D6W363;Q06761;	0
P19541	36048;	RDS2	NP_015192	RDS2	YPL133C	D6W3N4;	0
P33323	36591;	REC104	NP_012027	RE104	YHR157W	D3DLA6;	0
P14291	31531;	RED1	NP_013365	RED1	YLR263W	D6VYR0;	0
P38344	32962;	REI1	NP_009825	REI1	YBR267W	D6VQR3;	0
P53331	33526;	RNH70	NP_011792	REXO1	YGR276C	D6VV53;	0
P38629	35547;	RFC3	NP_014109	RFC3	YNL290W	D6W0Q3;	0
P38234	32753;	RFS1	NP_009608	RFS1	YBR052C	D6VQ51;	0
P40043	36810;	RGI1	NP_010990	RGI1	YER067W	D3DLX2;	0
P25378	31009;	RHB1	NP_009956	RHEB	YCR027C	D6VR37;Q8NKJ6;	0
P33312	32852;	RIB7	NP_009711	RIB7	YBR153W	D6VQE8;	0
P32445	31012;	RIM1	NP_009958	RIM1	YCR028C-A	D6VR39;O11851;	0
Q12504	32307;	RKM4	NP_010543	RKM4	YDR257C	D6VSN7;Q07015;	0
P30402	35449;	URA10	NP_013998	PYRX	YMR271C	D6W097;	0
Q9ZZX9	NA	Q0010	NA	Q0010	Q0010	NA	0
Q9ZZW4	NA	Q0142	NA	Q0142	Q0142	NA	0
Q9ZZV8	NA	Q0297	NA	Q0297	Q0297	NA	0
P00127	31190;	QCR6	NP_116691	QCR6	YFR033C	D6VTR6;	0
P40475	34871;	QDR1	NP_012146	QDR1	YIL120W	D6VVG7;	0
Q12223	31999;	RAD59	NP_010224	RAD59	YDL059C	D6VRT7;	0
Q08760	34689;	RAX1	NP_014945	RAX1	YOR301W	D6W300;	0
Q12465	31357;	RAX2	NP_013185	RAX2	YLR084C	D6VY84;	0
P53295	33425;	RBG2	NP_011689	RBG2	YGR173W	D6VUV7;	0
P53972	35804;	RCM1	NP_014376	RCM1	YNL022C	D6W1F7;	0
Q00578	34849;	SSL2	NP_012123	RAD25	YIL143C	D6VVE4;	0
Q04231	35158;	RAD33	NP_013702	RAD33	YML011C	D6VZG3;	0
P14736	36915;	RAD4	NP_011089	RAD4	YER162C	D3DM70;	0
P25454	36841;	RAD51	NP_011021	RAD51	YER095W	D3DM03;	0
P38953	32131;	RAD55	NP_010361	RAD55	YDR076W	D6VS62;	0
Q99359	32065;	RAD61	NP_010297	RAD61	YDR014W	D6VS00;	0
P39729	31729;	RBG1	NP_009364	RBG1	YAL036C	D6VPI1;	0
P25332	31019;	RBK1	NP_009965	RBSK	YCR036W	D6VR46;	0
P38086	32776;	RDH54	NP_009629	RDH54	YBR073W	D6VQ73;	0
P25611	31078;	RDS1	NP_010031	RDS1	YCR106W	D6VRA6;	0
P03871	NA	REP1	NA	REP1	R0020C	Q04137;Q07007;	0
P03872	NA	REP2	NA	REP2	R0040C	NA	0
P26755	33587;	RFA3	NP_012362	RFA3	YJL173C	D6VW15;	0
P39083	34522;	RGA1	NP_014770	RGA1	YOR127W	D6W2I5;P39934;	0
Q06108	36282;	RGC1	NP_015440	RGC1	YPR115W	D6W4B4;	0
P21538	32751;	REB1	NP_009605	REB1	YBR049C	D6VQ49;	0
P22336	31793;	RFA1	NP_009404	RFA1	YAR007C	D6VPL9;P38906;	0
Q08003	31347;	RFU1	NP_013174	RFU1	YLR073C	D6VY74;	0
Q00453	35360;	RGM1	NP_013907	RGM1	YMR182C	D6W005;	0
P53893	35665;	RIA1	NP_014236	RIA1	YNL163C	D6W119;	0
P38066	32664;	RIB1	NP_009520	RIB1	YBL033C	D6VPW6;	0
Q12362	34335;	RIB2	NP_014575	RIB2	YOL066C	D6W201;	0
Q99258	32539;	RIB3	NP_010775	RIB3	YDR487C	D6VTB0;	0
P50861	34274;	RIB4	NP_014498	RIB4	YOL143C	D6W1S6;Q08286;	0
Q03792	35329;	RIM13	NP_013875	RIM13	YMR154C	D6VZX5;	0
P43565	31114;	RIM15	NP_116620	RIM15	YFL033C	D6VTJ8;	0
Q12196	34515;	RIO1	NP_014762	RIO1	YOR119C	D6W2H8;Q00602;	0
P40160	35629;	RIO2	NP_014192	RIO2	YNL207W	D6W0Y3;	0
Q00816	32078;	REG1	NP_010311	REG1	YDR028C	D6VS13;	0
Q06709	31646;	REH1	NP_013491	REH1	YLR387C	D6VZ22;Q7LIF0;	0
P30775	33109;	MRF1	NP_011372	RF1M	YGL143C	D6VU06;	0
P06781	35734;	RHO2	NP_014309	RHO2	YNL090W	D6W190;Q45TZ2;	0
Q00245	34873;	RHO3	NP_012148	RHO3	YIL118W	D6VVG9;	0
Q00246	34186;	RHO4	NP_012981	RHO4	YKR055W	D6VXB6;P30618;	0
P40395	31315;	RIC1	NP_013140	RIC1	YLR039C	D6VY42;	0
P29539	32970;	RIF1	NP_009834	RIF1	YBR275C	D6VQS1;P89507;	0
P09938	33733;	RNR2	NP_012508	RIR2	YJL026W	D6VWF6;	0
P26784	34858;	RPL16A	NP_012133	RL16A	YIL133C	D6VVF4;	0
P0CX83	32789;	RPL19B	NP_009526	RL19B	YBL027W	D6VPX3;P05735;	0
P05749	31336;	RPL22A	NP_013162	RL22A	YLR061W	D6VY63;	0
P0CX42	36862;	RPL23B	NP_009466	RL23B	YER117W	D3DM23;P04451;	0
P38145	32952;	RIB5	NP_009815	RISA	YBR256C	D6VQQ3;	0
P38883	36631;	RIX1	NP_012067	RIX1	YHR197W	D3DLE5;	0
P36105	34127;	RPL14A	NP_012920	RL14A	YKL006W	D6VXT1;	0
P05740	33959;	RPL17A	NP_012741	RL17A	YKL180W	D6VX21;	0
P56628	31112;	RPL22B	NP_116619	RL22B	YFL034C-A	D6VTJ6;	0
P49723	33432;	RNR4	NP_011696	RIR4	YGR180C	D6VUW4;Q66R92;	0
Q02753	32888;	RPL21A	NP_009750	RL21A	YBR191W	D6VQI5;	0
P0C2H7	32524;	RPL27B	NP_010759	RL27B	YDR471W	D6VT95;P38706;	0
P26785	35754;	RPL16B	NP_014330	RL16B	YNL069C	D6W1B0;	0
P0CX50	35537;	RPL18B	NP_014098	RL18B	YNL301C	D6W0P3;P07279;	0
P0CX82	32789;	RPL19A	NP_009526	RL19A	YBR084C-A	D6VPX3;P05735;	0
P36144	34191;	UTP30	NP_012986	RL1D1	YKR060W	D6VXC1;	0
P0CX24	35421;	RPL20B	NP_013969	RL20B	YOR312C	A1YV95;A1YV96;D6W068;P0C2I0;P0C2I1;P47913;	0
Q12672	36101;	RPL21B	NP_015246	RL21B	YPL079W	D6W3T7;	0
P38061	32611;	RPL32	NP_009460	RL32	YBL092W	A2TBM1;D6VPR1;	0
P41056	34627;	RPL33B	NP_014877	RL33B	YOR234C	D6W2T8;	0
P87262	36797;	RPL34A	NP_010977	RL34A	YER056C-A	D3DLW0;Q03189;	0
P0CX41	36862;	RPL23A	NP_009466	RL23A	YBL087C	D3DM23;P04451;	0
P04449	33215;	RPL24A	NP_011484	RL24A	YGL031C	A2TBN7;D6VUA7;	0
P04456	34248;	RPL25	NP_014514	RL25	YOL127W	D6W1U1;	0
P53221	33279;	RPL26B	NP_011548	RL26B	YGR034W	D6VUH0;Q06HN2;Q45U50;	0
P05744	36040;	RPL33A	NP_015182	RL33A	YPL143W	D6W3M6;	0
P05745	35372;	RPL36A	NP_013920	RL36A	YMR194W	D6W018;	0
P40212	35318;	RPL13B	NP_013862	RL13B	YMR142C	D6VZW4;	0
P38754	36424;	RPL14B	NP_011862	RL14B	YHL001W	D3DKR3;	0
P54780	35298;	RPL15B	NP_013840	RL15B	YMR121C	D6VZU4;	0
P24000	33396;	RPL24B	NP_011664	RL24B	YGR148C	A2TBN3;D6VUS9;	0
P0C2H6	36437;	RPL27A	NP_011874	RL27A	YHR010W	D3DKV5;P38706;	0
P14120	33216;	RPL30	NP_011485	RL30	YGL030W	D6VUA8;	0
P0C2H8	31986;	RPL31A	NP_010208	RL31A	YDL075W	D6VRS4;P04649;Q3E7B8;	0
O14455	35913;	RPL36B	NP_015074	RL36B	YPL249C-A	D6W3C1;	0
P0CX87	31928;	RPL41B	NP_010097	RL41B	YDL133C-A	D6VRG8;P05746;	0
P51998	35144;	YML6	NP_013687	RL4P	YML025C	D6VZE9;	0
P02400	32443;	RPP2B	NP_010670	RLA4	YDR382W	D6VT16;	0
Q03195	32148;	RLI1	NP_010376	RLI1	YDR091C	D6VS78;	0
P40693	35823;	RLP7	NP_014396	RLP7	YNL002C	D6W1H5;	0
P0CH09	34844;	RPL40B	NP_012118	RL40B	YKR094C	D6VVD9;P04838;P14796;P61864;Q6LA96;	0
P0CX25	36220;	RPL43A	NP_012628	RL43A	YPR043W	D6VWR3;P49631;	0
P0CX28	36574;	RPL42B	NP_012010	RL44B	YHR141C	D3DL90;P02405;	0
P10664	32733;	RPL4A	NP_009587	RL4A	YBR031W	D6VQ32;	0
Q02326	35068;	RPL6A	NP_013638	RL6A	YML073C	D6VZA0;	0
P36520	35556;	MRPL10	NP_014115	RM10	YNL284C	D6W0R0;P36524;	0
P25348	30981;	MRPL32	NP_009929	RM32	YCR003W	D6VR13;	0
Q04598	32171;	YDR115W	NP_010400	RM34	YDR115W	D6VSA0;	0
P36534	36010;	MRPL40	NP_015152	RM40	YPL173W	D6W3J5;Q6B277;	0
P53140	33143;	RMD9	NP_011408	RMD9	YGL107C	D6VU39;Q66RA9;	0
P05743	31607;	RPL26A	NP_013448	RL26A	YLR344W	D6VYY3;	0
P05747	31189;	RPL29	NP_116690	RL29	YFR032C-A	A2TBN8;D6VTR4;	0
P0CX46	34970;	RPL2B	NP_012246	RL2B	YIL018W	D6VTR2;P05736;	0
P0C2H9	31663;	RPL31B	NP_013510	RL31B	YLR406C	D6VZ39;P04649;Q3E7B8;	0
P40525	34938;	RPL34B	NP_012212	RL34B	YIL052C	D6VVM9;	0
P04650	33574;	RPL39	NP_012346	RL39	YJL189W	D6VW02;	0
P0CX86	31928;	RPL41A	NP_010097	RL41A	YDL184C	D6VRG8;P05746;	0
P26321	36050;	RPL5	NP_015194	RL5	YPL131W	D6W3N6;	0
P51401	35756;	RPL9B	NP_014332	RL9B	YNL067W	D6W1B3;	0
P38741	36398;	RIM4	NP_011839	RIM4	YHL024W	D3DKU4;E9P8V3;	0
P21524	36813;	RNR1	NP_010993	RIR1	YER070W	D3DLX5;	0
Q07844	31219;	RIX7	NP_013066	RIX7	YLL034C	D6VXX1;	0
Q03942	32250;	RKM2	NP_010484	RKM2	YDR198C	D6VSI1;	0
P0C0W9	36268;	RPL11A	NP_015427	RL11A	YPR102C	D6W4A0;P06380;	0
P0CX53	36675;	RPL12A	NP_010706	RL12A	YEL054C	D3DLJ6;P05741;P17079;	0
P05748	31303;	RPL15A	NP_013129	RL15A	YLR029C	D6VY31;	0
P46990	33584;	RPL17B	NP_012358	RL17B	YJL177W	D6VW12;	0
P0CX44	35965;	RPL1B	NP_011380	RL1B	YGL135W	D6VU14;P53030;	0
P02406	33147;	RPL28	NP_011412	RL28	YGL103W	D6VU43;	0
P0CX45	34970;	RPL2A	NP_012246	RL2A	YFR031C-A	D6VTR2;P05736;	0
P0CX84	31925;	RPL35A	NP_010090	RL35A	YDL191W	D6VRG2;P39741;P39930;	0
P49166	31455;	RPL37A	NP_013286	RL37A	YLR185W	D6VYI8;	0
P51402	32551;	RPL37B	NP_010788	RL37B	YDR500C	D6VTC2;	0
P49167	31588;	RPL38	NP_013429	RL38	YLR325C	D6VYW7;	0
P14126	34462;	RPL3	NP_014706	RL3	YOR063W	D6W2C6;Q08459;	0
P0CX26	36220;	RPL43B	NP_012628	RL43B	YJR094W-A	D6VWR3;P49631;	0
P05319	34363;	RPP2A	NP_014603	RLA2	YOL039W	D6W227;	0
P10622	31933;	RPP1B	NP_010153	RLA3	YDL130W	D6VRM0;	0
P32904	36581;	MRPL6	NP_012017	RM06	YHR147C	D3DL96;	0
P22353	33690;	MRPL8	NP_012472	RM08	YJL063C	D6VWB8;	0
Q12487	34546;	MRPL23	NP_014793	RM23	YOR150W	D6W2K7;	0
P36532	32963;	MRPL37	NP_009827	RM37	YBR268W	D6VQR4;	0
P35996	33968;	MRPL38	NP_012751	RM38	YKL170W	D6VX30;P36529;	0
P19956	35403;	MRPL44	NP_013952	RM44	YMR225C	D6W050;	0
P38330	32933;	YBR238C	NP_009797	RMD9L	YBR238C	D6VQN4;	0
P32338	33291;	RME1	NP_011558	RME1	YGR044C	D6VUI2;Q45TA6;	0
Q02685	36153;	RMI1	NP_015301	RMI1	YPL024W	D6W3Y8;	0
P53060	33029;	RMR1	NP_011264	RMR1	YGL250W	D6VV85;	0
P53942	35751;	RNH201	NP_014327	RNH2A	YNL072W	D6W1A7;	0
P53046	33313;	ROM1	NP_011584	ROM1	YGR070W	Q92326;	0
P51862	31631;	ROM2	NP_013475	ROM2	YLR371W	NA	0
P32529	33820;	RPA12	NP_012597	RPA12	YJR063W	D6VWN4;	0
P22138	36188;	RPA135	NP_015335	RPA2	YPR010C	D6W421;	0
P28000	35712;	RPC19	NP_014286	RPAC2	YNL113W	D6W168;	0
P04050	31921;	RPO21	NP_010141	RPB1	YDL140C	D6VRK8;Q12364;Q92315;	0
P0CX85	31925;	RPL35B	NP_010090	RL35B	YDL136W	D6VRG2;P39741;P39930;	0
P0CX27	36574;	RPL42A	NP_012010	RL44A	YNL162W	D3DL90;P02405;	0
P49626	32063;	RPL4B	NP_010295	RL4B	YDR012W	D6VRZ8;	0
P05739	31706;	RPL6B	NP_013553	RL6B	YLR448W	D6VZ82;	0
Q12213	35986;	RPL7B	NP_015126	RL7B	YPL198W	D6W3H1;	0
P05738	33105;	RPL9A	NP_011368	RL9A	YGL147C	D6VU02;	0
P36517	31698;	MRPL4	NP_013544	RM04	YLR439W	D6VZ74;	0
P36519	32288;	MRPL7	NP_010523	RM07	YDR237W	D6VSL8;E9P8T1;	0
Q06678	32379;	MRPL35	NP_010608	RM35	YDR322W	D6VSV4;	0
P40993	32530;	SNM1	NP_010766	RMRP	YDR478W	D6VTA1;Q6B1P4;	0
P25298	35236;	RNA14	NP_013777	RNA14	YMR061W	D6VZN5;	0
P11745	35413;	RNA1	NP_013962	RNA1	YMR235C	D6W061;	0
P0CH08	34844;	RPL40A	NP_012118	RL40A	YIL148W	D6VVD9;P04838;P14796;P61864;Q6LA96;	0
P05737	33174;	RPL7A	NP_011439	RL7A	YGL076C	D6VU68;P87029;	0
P17076	36389;	RPL8A	NP_011830	RL8A	YHL033C	D3DKT5;	0
Q07915	31282;	RLP24	NP_013109	RLP24	YLR009W	D6VY11;	0
Q04599	32172;	MRPL1	NP_010401	RM01	YDR116C	D6VSA1;	0
P12687	35820;	MRP7	NP_014393	RM02	YNL005C	D6W1H2;	0
P36516	35196;	MRPL3	NP_013737	RM03	YMR024W	D6VZJ8;	0
Q03305	32519;	RMT2	NP_010753	RMT2	YDR465C	D6VT90;	0
Q12338	31423;	RNH203	NP_013255	RNH2C	YLR154C	D6VYE9;Q6Q5B9;	0
P29453	31269;	RPL8B	NP_013055	RL8B	YLL045C	D6VXW2;	0
P05317	31602;	RPP0	NP_013444	RLA0	YLR340W	D6VYX8;	0
P05318	31980;	RPP1A	NP_010202	RLA1	YDL081C	D6VRR8;	0
P31334	33473;	MRPL9	NP_011736	RM09	YGR220C	D6VV02;	0
P22354	34216;	MRPL20	NP_013011	RM20	YKR085C	D6VXE5;	0
P53881	35654;	MRPL22	NP_014222	RM22	YNL177C	D6W108;	0
P36527	32516;	MRPL28	NP_010750	RM28	YDR462W	D6VT87;Q00949;	0
P14063	33999;	MRPL31	NP_012784	RM31	YKL138C	D6VX59;	0
P02381	34782;	VAR1	NP_009320	RMAR	Q0140	A0A0A7NYM3;A2KBL8;Q95946;Q9ZZW5;	0
P39975	36659;	RMD6	NP_010842	RMD6	YEL072W	D3DLH9;Q6B1N5;	0
P32611	36679;	RML2	NP_010864	RML2	YEL050C	D3DLK0;	0
Q04740	35412;	RNH1	NP_013961	RNH1	YMR234W	D6W060;	0
Q02555	35418;	RNT1	NP_013966	RNT1	YMR239C	D6W065;Q04008;Q05038;	0
P36521	31844;	MRPL11	NP_010079	RM11	YDL202W	D6VRF2;Q12313;	0
Q02204	34138;	MRPL13	NP_012931	RM13	YKR006C	D6VX72;	0
P36523	31577;	MRPL15	NP_013416	RM15	YLR312W-A	D6VYV6;O13551;P89101;	0
P36525	35371;	MRPL24	NP_013918	RM24	YMR193W	D6W017;	0
P36531	32824;	MRPL36	NP_009680	RM36	YBR122C	D6VQC0;	0
Q12530	31414;	RMP1	NP_013246	RMP1	YLR145W	D6VYD9;	0
P43602	31175;	ROG3	NP_116677	ROG3	YFR022W	D6VTQ2;	0
P20434	32853;	RPB5	NP_009712	RPAB1	YBR154C	D6VQE9;Q02121;	0
P07703	36277;	RPC40	NP_015435	RPAC1	YPR110C	D6W4A9;	0
P38902	34399;	RPB11	NP_014638	RPB11	YOL005C	D6W262;	0
P40571	35007;	RPR2	NP_012280	RPR2	YIR015W	D6VVU5;	0
